"GradeCode";"Name";"CourseCode";"Name";"Year";"Type"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"6402310-";"Gramática Inglesa";3;"Obligatoria"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"64023116";"Literatura Inglesa III: Pensamiento y Creación Literaria en la 1ª Mitad del Siglo XX";3;"Obligatoria"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"64024015";"Inglés Instrumental VI";4;"Obligatoria"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"64024044";"Literatura Poscoloniales I";4;"Optativa"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"64024050";"Literatura Irlandesa";4;"Optativa"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"64024067";"Literatura Canadiense en Lengua Inglesa";4;"Optativa"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"64024073";"La Recepción Crítica del Teatro de Shakespeare";4;"Optativa"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"6402408-";"Variación y Cambio Lingüístico en Lengua Inglesa";4;"Optativa"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"64024096";"Aplicaciones de las TIC en los Estudios Ingleses";4;"Optativa"
6402;"Grado en Estudios Ingleses: Lengua, Literatura y Cultura";"64024104";"Inglés Profesional y Académico I: Textos Juridico y Económico-Comerciales";4;"Optativa"
7001;"Grado en Filosofía";"67022028";"Últimas Tendencias del Arte";1;"Básica"
7001;"Grado en Filosofía";"70011011";"Historia de la Filosfía Antigua I";1;"Básica"
7001;"Grado en Filosofía";"70011028";"Ética I";1;"Básica"
7001;"Grado en Filosofía";"70011034";"Historia Antigua y Mediaval";1;"Básica"
7001;"Grado en Filosofía";"70901012";"Antropología Social I";1;"Básica"
7001;"Grado en Filosofía";"70012016";"Historia de la Filosfía Medieval y Renacentista I";2;"Obligatoria"
7001;"Grado en Filosofía";"70012022";"Antropología Filosófica I";2;"Obligatoria"
7001;"Grado en Filosofía";"70012097";"Historia General de la Ciencia I";2;"Obligatoria"
7001;"Grado en Filosofía";"70012105";"Lógica I";2;"Obligatoria"
7001;"Grado en Filosofía";"70012111";"Filosofía Política I";2;"Obligatoria"
7001;"Grado en Filosofía";"70012128";"Teoría del Conocimiento I";2;"Obligatoria"
7001;"Grado en Filosofía";"70013010";"Historia de la Filosfía Moderna I";3;"Obligatoria"
7001;"Grado en Filosofía";"70013027";"Filosofía del Lenguaje I";3;"Obligatoria"
7001;"Grado en Filosofía";"70013033";"Metafísica I";3;"Obligatoria"
7001;"Grado en Filosofía";"7001304-";"Filosofía de la Religión I";3;"Obligatoria"
7001;"Grado en Filosofía";"70013116";"Estética y Teoría del Arte I";3;"Obligatoria"
7001;"Grado en Filosofía";"70013122";"Filosofía de la Ciencia I";3;"Obligatoria"
7001;"Grado en Filosofía";"64011030";"Lengua Extranjera I: Aleman";4;"Optativa"
7001;"Grado en Filosofía";"64011047";"Lengua Moderna I. Lengua Extranjera: Francés";4;"Optativa"
7001;"Grado en Filosofía";"64011053";"Lengua Moderna I. Lengua Extranjera: Inglés";4;"Optativa"
7001;"Grado en Filosofía";"6401106-";"Lengua Moderna I. Lengua Extranjera: Italiano";4;"Optativa"
7001;"Grado en Filosofía";"64022045";"Lengua Clásica I: Griego";4;"Optativa"
7001;"Grado en Filosofía";"64022157";"Lengua Clásica I: Latín";4;"Optativa"
7001;"Grado en Filosofía";"70014015";"Corrientes Actuales de la Filosofía I";4;"Obligatoria"
7001;"Grado en Filosofía";"70014021";"Aspectos de la Ciencia Contemporánea";4;"Optativa"
7001;"Grado en Filosofía";"70014067";"Historia de la Filosofía Moral y Política";4;"Optativa"
7001;"Grado en Filosofía";"70014073";"Filosofía de la Historia";4;"Optativa"
7001;"Grado en Filosofía";"7001408-";"La Interpretación de los Textos Filosóficos";4;"Optativa"
7001;"Grado en Filosofía";"70014104";"El Pensamiento en Egipto, Mesopotamia e Irán";4;"Optativa"
7001;"Grado en Filosofía";"70014127";"Historia de la Filosofía Española Antigua y Moderna";4;"Optativa"
7001;"Grado en Filosofía";"70014185";"Teoría de la Argumentación";4;"Optativa"
6701;"Grado en Geografía e Historia";"67011013";"Geografía General I: Física";1;"Básica"
6701;"Grado en Geografía e Historia";"6701102-";"Historia de la Filosofía Antigua y Mediaval (Gª E Hª)";1;"Básica"
6701;"Grado en Geografía e Historia";"67011036";"Prehistoria I: Las Primeras Etapas de la Humanidad";1;"Obligatoria"
6701;"Grado en Geografía e Historia";"67011042";"Historia Antigua I: Próximo Oriente y Egipto";1;"Obligatoria"
6701;"Grado en Geografía e Historia";"67011059";"Historia Medieval I: Siglos V-XII";1;"Obligatoria"
6701;"Grado en Geografía e Historia";"67012018";"Geografía de los Grandes Espacios Mundiales (Gª E Hª)";2;"Básica"
6701;"Grado en Geografía e Historia";"67012024";"Historia de la Alta Edad Moderna";2;"Obligatoria"
6701;"Grado en Geografía e Historia";"67012030";"Historia Contemporánea I: 1789-1914";2;"Obligatoria"
6701;"Grado en Geografía e Historia";"67012047";"Historia del Mundo Actual: Desde 1989";2;"Obligatoria"
6701;"Grado en Geografía e Historia";"67903013";"Arte y Poder en la Edad Moderna (Gª E Hª / Hª del Arte)";2;"Básica"
6701;"Grado en Geografía e Historia";"67013012";"Prehistoria Antigua de la Península Ibérica";3;"Obligatoria"
6701;"Grado en Geografía e Historia";"67013029";"Historia Antigua de la Península Ibérica I: Desde las Colonizaciones Hasta el Siglo III D.C.";3;"Obligatoria"
6701;"Grado en Geografía e Historia";"67013035";"Historia Medieval de España I: Siglos VIII-XIII";3;"Obligatoria"
6701;"Grado en Geografía e Historia";"67013041";"Historia Moderna de España I: 1469-1665";3;"Obligatoria"
6701;"Grado en Geografía e Historia";"67013058";"Historia Contemporánea de España I: 1808-1923";3;"Obligatoria"
6701;"Grado en Geografía e Historia";"67013064";"Historia de la Cultura Material desde la Antigüedad Tardía a la Época Industrial";3;"Obligatoria"
6701;"Grado en Geografía e Historia";"64011030";"Lengua Extranjera I: Aleman";4;"Optativa"
6701;"Grado en Geografía e Historia";"64011047";"Lengua Moderna I. Lengua Extranjera: Francés";4;"Optativa"
6701;"Grado en Geografía e Historia";"64011053";"Lengua Moderna I. Lengua Extranjera: Inglés";4;"Optativa"
6701;"Grado en Geografía e Historia";"6401106-";"Lengua Moderna I. Lengua Extranjera: Italiano";4;"Optativa"
6701;"Grado en Geografía e Historia";"64022157";"Lengua Clásica I: Latín";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014023";"Historia de América Moderna";4;"Optativa"
6701;"Grado en Geografía e Historia";"6701403-";"Tendencias Historiográficas Actuales I";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014046";"Métodos y Técnicas de Investigación Histórica I";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014081";"La Civilización Griega";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014098";"Sociedades Extraeuropeas Mediaveles: Islam y Extremo Oriente";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014106";"Cultura y Pensamiento en la Edad Moderna";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014112";"Democracia y Dictadura en Améria Latina desde la Revolución Cubana";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014129";"Cartografía";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014135";"Geografía Urbana";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014135";"Geografía y Medio Ambiente";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014158";"Geografía de Iberoamérica";4;"Optativa"
6701;"Grado en Geografía e Historia";"67014164";"Geopolítica";4;"Optativa"
6701;"Grado en Geografía e Historia";"67011017";"Introducción a la Sociología";4;"Optativa"
6701;"Grado en Geografía e Historia";"69901047";"Introducción a la Economía";4;"Optativa"
6702;"Grado en Historia del Arte";"67021017";"Historia del Arte Antiguo en Egipto y Próximo Oriente";1;"Obligatoria"
6702;"Grado en Historia del Arte";"6702103-";"Técnicas y Medio Artísticos";1;"Obligatoria"
6702;"Grado en Historia del Arte";"67021081";"Historia Antigua";1;"Básica"
6702;"Grado en Historia del Arte";"67021106";"Geografía de los Paisajes Culturales";1;"Básica"
6702;"Grado en Historia del Arte";"67021112";"Historia del Arte de la Alta y la Plena Edad Media";1;"Obligatoria"
6702;"Grado en Historia del Arte";"67022011";"Historia del Arte Moderno: Renacimiento";2;"Obligatoria"
6702;"Grado en Historia del Arte";"67022028";"Últimas Tendencias del Arte";2;"Básica"
6702;"Grado en Historia del Arte";"67022034";"Teoría del Arte I";2;"Básica"
6702;"Grado en Historia del Arte";"67022092";"Historia Moderna (Hª del Arte)";2;"Básica"
6702;"Grado en Historia del Arte";"67022100";"Histora del Arte ContemporáneoL: Siglo XIX";2;"Obligatoria"
6702;"Grado en Historia del Arte";"64011024";"Textos Literarios del Siglo de Oro";3;"Obligatoria"
6702;"Grado en Historia del Arte";"67023016";"Patrimonio Histórico Artístico y Gestión de Bienes Culturales";3;"Obligatoria"
6702;"Grado en Historia del Arte";"67023080";"Historia de la Filosofía en la Edad Moderna";3;"Obligatoria"
6702;"Grado en Historia del Arte";"67023097";"La Imagen de la Ciudad";3;"Obligatoria"
6702;"Grado en Historia del Arte";"67903013";"Arte y Poder en la Edad Moderna (Gª E Hª / Hª del Arte)";3;"Obligatoria"
6702;"Grado en Historia del Arte";"64019103";"Cultura Grecolatina";4;"Optativa"
6702;"Grado en Historia del Arte";"67014106";"Cultura y Pensamiento en la Edad Moderna";4;"Optativa"
6702;"Grado en Historia del Arte";"67014164";"Geopolítica";4;"Optativa"
6702;"Grado en Historia del Arte";"67024010";"Museología y Museografía";4;"Obligatoria"
6702;"Grado en Historia del Arte";"67024027";"Arquitectura y Vanguardia en el Periodo de Entreguerras";4;"Obligatoria"
6702;"Grado en Historia del Arte";"67024056";"Las Claves del Mundo Actual";4;"Obligatoria"
6702;"Grado en Historia del Arte";"67024062";"Arte Contemporaneo al Margen de Occidente";4;"Obligatoria"
6702;"Grado en Historia del Arte";"70012128";"Teoría del Conocimiento I";4;"Optativa"
6401;"Grado en Lengua y Literaturas Españolas";"64011018";"Textos Literarios de la Edad Media";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64011024";"Textos Literarios del Siglo de Oro";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64011030";"Lengua Extranjera I: Aleman";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64011047";"Lengua Moderna I. Lengua Extranjera: Francés";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64011053";"Lengua Moderna I. Lengua Extranjera: Inglés";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"6401106-";"Lengua Moderna I. Lengua Extranjera: Italiano";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64011076";"Lengua Moderna I. Lengua Cooficial: Catalán";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64011082";"Lengua Moderna I. Lengua Cooficial: Gallego";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64011099";"Lengua Moderna I. Lengua Cooficial: Vasco";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64901019";"El Lenguaje Humano";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64901054";"Comunicación Oral y Escrita en Español I";1;"Básica"
6401;"Grado en Lengua y Literaturas Españolas";"64012012";"Literatura Española Medieval";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012029";"Fonética y Fonología de la Lengua Española";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012035";"Literatura Española del Renacimiento";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012041";"Lengua Moderna II. Lengua Extranjera: Alemán";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012058";"Lengua Moderna II. Lengua Extranjera: Francés";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64021064";"Lengua Moderna II. Lengua Extranjera: Inglés";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012070";"Lengua Moderna II. Lengua Extranjera: Italiano";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012087";"Lengua Moderna II. Lengua Cooficial: Catalán";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012093";"Lengua Moderna II. Lengua Cooficial: Gallego";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012101";"Lengua Moderna II. Lengua Cooficial: Vasco";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012124";"Morfología de la Lengua Española";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64012182";"Arte y Poder en la Edad Moderna (Lengua y Literatura Españolas)";2;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64013017";"Literatura Española de los Siglos XVIII y XIX";3;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64013023";"Sintaxis de la Lengua Española II";3;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"6401303-";"Literatura Española del Siglo XX: Hasta 1939";3;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64013046";"Fonética y Fonología Historicas";3;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64013052";"Teorías Literarias del Siglo XX";3;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64014011";"Aspectos Discursivos y Textuales de la Comunicación Lingüistica en Español";4;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64014028";"Teatro Español: Siglos XVIII-XXI";4;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64014040";"El Español en América. Variación y Variedad";4;"Obligatoria"
6401;"Grado en Lengua y Literaturas Españolas";"64019020";"Lingüística Aplicada";4;"Optativa"
6401;"Grado en Lengua y Literaturas Españolas";"64019037";"Estilística y Métrica Españolas";4;"Optativa"
6401;"Grado en Lengua y Literaturas Españolas";"64019043";"Morfosintaxis Histórica";4;"Optativa"
6401;"Grado en Lengua y Literaturas Españolas";"6401905-";"Literatura Española y Género";4;"Optativa"
6401;"Grado en Lengua y Literaturas Españolas";"64019066";"Sociolingüistica de la Lengua Española";4;"Optativa"
6401;"Grado en Lengua y Literaturas Españolas";"64019103";"Cultura Grecolatina";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"61011012";"Geología I";1;"Básica"
6101;"Grado en Ciencias Ambientales";"61011029";"Biología I";1;"Básica"
6101;"Grado en Ciencias Ambientales";"61011035";"Metemáticas I (CC. Ambientales)";1;"Básica"
6101;"Grado en Ciencias Ambientales";"61011041";"Base Físicas del Medio Ambiente";1;"Básica"
6101;"Grado en Ciencias Ambientales";"61011058";"Medio Ambiente y Sociedad";1;"Básica"
6101;"Grado en Ciencias Ambientales";"61012017";"Estadística Aplicada al Medio Ambiente";2;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61012023";"Origen y Control de los Contaminantes";2;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"6101203-";"Diversidad Vegetal";2;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61012046";"Ecología I";2;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61012098";"Administración y Legislación Ambiental";2;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61012106";"Contaminación por Agentes Físicos";2;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61013011";"Evaluación del Impacto Ambiental I";3;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"6101307-";"Auditoría Ambiental";3;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61013086";"Ordenación del Territoria I";3;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61013092";"Recursos Geológicos";3;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61013100";"Educación Ambiental (CC. Ambientales)";3;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61903029";"Gestión y Conversación de Aguas y Suelos";3;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61014039";"Sensores Químicos y Biosensores de Contaminación Ambiental";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"61014068";"Representación del Terreno y Topografía";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"61014128";"Impacto Ambiental de los Plásticos";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"61014134";"Teledetección y Tratamiento Digital de la Señal";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"61014140";"Entomología Aplicada";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"61014157";"Gestión de Proyectos Ambientales";4;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61014163";"Prácticas en Empresa (CC. Ambientales)";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"6101417-";"Modelos Matemáticos en Ciencias Ambientales";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"61014186";"Cambio Climático y Cambio Global";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"61014192";"Toxicología Ambiental y Salud Pública";4;"Obligatoria"
6101;"Grado en Ciencias Ambientales";"61034125";"Radioquímica";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"61044129";"Biofísica";4;"Optativa"
6101;"Grado en Ciencias Ambientales";"67014129";"Cartografía";4;"Optativa"
6104;"Grado en Física";"61041013";"Fundamentos de Física I";1;"Básica"
6104;"Grado en Física";"6104102-";"Análisis Matemática I";1;"Básica"
6104;"Grado en Física";"61041036";"Álgebra";1;"Básica"
6104;"Grado en Física";"61041042";"Química";1;"Básica"
6104;"Grado en Física";"61041059";"Biología (Física)";1;"Básica"
6104;"Grado en Física";"61042018";"Fundamentos de Física III";2;"Obligatoria"
6104;"Grado en Física";"61042024";"Métodos Matemáticos II";2;"Obligatoria"
6104;"Grado en Física";"61042030";"Electromagnetismo I";2;"Obligatoria"
6104;"Grado en Física";"61042047";"Física Computacional II";2;"Obligatoria"
6104;"Grado en Física";"61042107";"Mecánica (Física)";2;"Obligatoria"
6104;"Grado en Física";"61043012";"Métodos Matemáticos IV";3;"Obligatoria"
6104;"Grado en Física";"61043029";"Termodinámica I";3;"Obligatoria"
6104;"Grado en Física";"61043035";"Física Cuántica I";3;"Obligatoria"
6104;"Grado en Física";"61043041";"Óptica I";3;"Obligatoria"
6104;"Grado en Física";"61043058";"Mecánica Teórica";3;"Obligatoria"
6104;"Grado en Física";"61024084";"Introducción a la Astronomía";4;"Optativa"
6104;"Grado en Física";"61044023";"Física del Estado Sólido";4;"Obligatoria"
6104;"Grado en Física";"6104403-";"Física Nuclear y de Partículas";4;"Obligatoria"
6104;"Grado en Física";"61044052";"Física de Fluidos";4;"Obligatoria"
6104;"Grado en Física";"61044075";"Mecánica Cuántica";4;"Optativa"
6104;"Grado en Física";"61044081";"Física Matemática";4;"Optativa"
6104;"Grado en Física";"61044129";"Biofísica";4;"Optativa"
6104;"Grado en Física";"71014081";"Fundamentos de Control Automático";4;"Optativa"
6102;"Grado en Matemáticas";"61021016";"Álgebra Lineal I";1;"Básica"
6102;"Grado en Matemáticas";"61021022";"Funciones de una Variable I";1;"Básica"
6102;"Grado en Matemáticas";"61021039";"Lenguaje Matemático, Conjuntos y Números";1;"Básica"
6102;"Grado en Matemáticas";"61021045";"Estadística básica";1;"Básica"
6102;"Grado en Matemáticas";"61021051";"Matemática Discreta";1;"Básica"
6102;"Grado en Matemáticas";"61022010";"Geometrías Lineales";2;"Obligatoria"
6102;"Grado en Matemáticas";"61022027";"Funciones de Varias Variables II";2;"Obligatoria"
6102;"Grado en Matemáticas";"61022033";"Cálculo de Probabilidades I";2;"Obligatoria"
6102;"Grado en Matemáticas";"6102204-";"Estruturas Algebraicas";2;"Obligatoria"
6102;"Grado en Matemáticas";"61022056";"Herramientas Informáticas para Matemáticas";2;"Obligatoria"
6102;"Grado en Matemáticas";"61023015";"Topología";3;"Obligatoria"
6102;"Grado en Matemáticas";"61023021";"Introducción a las Ecuaciones Diferenciales";3;"Obligatoria"
6102;"Grado en Matemáticas";"61023038";"Cálculo de Probabilidades II";3;"Obligatoria"
6102;"Grado en Matemáticas";"61023044";"Introducción a los Espacios de Hilbert";3;"Obligatoria"
6102;"Grado en Matemáticas";"61023050";"Campos y Formas";3;"Obligatoria"
6102;"Grado en Matemáticas";"6102401-";"Integral de Lebesque";4;"Optativa"
6102;"Grado en Matemáticas";"61024032";"Ampliación de Variable Compleja";4;"Optativa"
6102;"Grado en Matemáticas";"61024049";"Geometría Diferencial";4;"Optativa"
6102;"Grado en Matemáticas";"61024055";"Procesos Estocásticos";4;"Optativa"
6102;"Grado en Matemáticas";"61024078";"Teoría de la Decisión";4;"Optativa"
6102;"Grado en Matemáticas";"61024084";"Introducción a la Astronomía";4;"Optativa"
6102;"Grado en Matemáticas";"61024115";"Modelos de Regresión";4;"Optativa"
6102;"Grado en Matemáticas";"61024121";"Teoría de Juegos (Matemáticas)";4;"Optativa"
6102;"Grado en Matemáticas";"61024173";"Análisis Multivariante (Matemáticas)";4;"Optativa"
6102;"Grado en Matemáticas";"61044081";"Física Matemática";4;"Optativa"
6103;"Grado en Química";"6103101-";"Mecánica y Ondas";1;"Básica"
6103;"Grado en Química";"61031026";"Principios Básicos de Química y Estructura";1;"Básica"
6103;"Grado en Química";"61031032";"Biología (Química)";1;"Básica"
6103;"Grado en Química";"61031049";"Matemáticas I (Química)";1;"Básica"
6103;"Grado en Química";"61031109";"Geología";1;"Básica"
6103;"Grado en Química";"61032014";"Cálculo Numérico y Estadística Aplicada";2;"Obligatoria"
6103;"Grado en Química";"61032020";"Termodinámica Química";2;"Obligatoria"
6103;"Grado en Química";"61032037";"Principios de Química Analítica";2;"Obligatoria"
6103;"Grado en Química";"61032043";"Química de los Elementos No Metálicos";2;"Obligatoria"
6103;"Grado en Química";"6103205-";"Química Orgánica I";2;"Obligatoria"
6103;"Grado en Química";"61032066";"Química Física I: Estructura Atómica y Molecular";2;"Obligatoria"
6103;"Grado en Química";"61033019";"Química Analítica Instrumental";3;"Obligatoria"
6103;"Grado en Química";"61033025";"Química Física II: Espectroscopia y Estadística Molecular";3;"Obligatoria"
